Sno,SubCounty,Ward,Village,Latitude,Longitude,RuralUrban,DistancetonextstrategicBoreholekm,Totalnumberofhouseholdscurrentlyservedfromthescheme,WhatistheserviceareaforthisschemeHowmanykilometersfromheredothep,Isthisschemeusedforagricultureandirrigationbyfarmers,Howmanyfarmersusethisscheme ,Whatistheaveragesizedfarmthatusesthiswaterhectares ,Isthewaterschemeusedforlivestock,Estimatednumberofcamelsusingschemeperday,Estimatednumberofcattleusingschemeperday,Estimatednumberofhorsesdonkeysusingwaterpointperday,Estimatednumberofgoatssheepusingwaterpointperday,Isthewaterschemeusedforwatertrucking,Numberoftrucksfillingperday,Howmanytimesperweekdoesthewatertruckingoccur,Addanyothercommentsonwatertruckingdetails,ConstructionyearofthewellboreholeinEFYortheyearofrehabilitation,Boreholeorwelldepthmeters,Physicalstateofthewellborehole,TypeofPower,Productionofsystemyieldordischargemeterscubedhour,Isthereawatermeteratthewatersource,Isthewatermeterworking,Whatisthecurrentreadingofthewatermeter,Isthewaterschemecurrentlyfunctional,Pleasetakeapictureillustratingthenonfunctionalityorpartialfuncti,Maincauseofnonfunctionalityorpartialfunctionality,MaincauseofnonfunctionalityorpartialfunctionalityOtherspecify,Numberofmonthssincenonfunctional,Doestheschemehaveanyemergingproblemsthatmightleadtononfunctional,Pleasedescribetheproblemsthatmightleadtononfunctionalityinthenea,Wasthewaterschemeoutofserviceoneormoredaysinthelastmonth,Numberofdaysoutofserviceinthelastmonth,Dateoflastserviceorrepair,Howmanytimeshasthewaterschemebrokeninthelastyear,Describethefunctionalityproblemsoverthepastyear,Howmanydaysperweekdoesthepumprunonaverage,Howmanyhoursperdaydoesthepumprunonaverage,Isthisaseasonalwaterschemethatcommonlyfailsinthedryseason,Isthepumpusedlessduringwetrainyseason,Duringwetrainyseasonshowmanydaysaweekdoesthepumprunonaverage,Duringwetrainyseasonshowmanyhoursperdaydoesthepumprunonaverage,SolarPanelpowerratingWatts,SolarPanelCondition,Yearwhengeneratorwasinstalledoryearofreinstallation,Physicalstateofthegenerator,Generatorbrand,GeneratorbrandOtherspecify,Generatormodel,Generatorserialnumber,GeneratormaxAmpsstartingamps,Generatorpicture,PumpControllerManufacturer1,PumpControllerManufacturerOtherspecify,PumpControllerModelNumber,Pictureofpumpcontroller,PumpMotorModelNumber,Pumpheadmodelnumber,Typeandsizeofcasing,Wellpumpremarks,Contact1name,Contact1position,Contact1positionOtherspecify,Contact1telephonenumber,Contact2name,Contact2positionOtherspecify,Contact2telephonenumber,Isasensorinstalledatthesite,Typeofsensorinstalled,TypeofsensorinstalledOtherspecify,Managementbody,Currentmanagementstatus,Whatisthemethodofpayment1,WhatisthemethodofpaymentOtherspecify1,Whatisthemethodofpayment2,Typeoftariffsystemmostcommon,WhatisthetariffamountinKES,Isthereaspecialtariffforlivestockperanimal,WhatisthetariffpercamelKES,WhatisthetariffpercattleKES,WhatisthetariffperhorsedonkeyKES,WhatisthetariffpergoatsheepKES,Isthereatariffperinstitutionschoolshealthcentresetc,WhatisthemonthlyinstitutionaltariffKES,Numberofinstitutionssuppliedbyschemethatpayamonthlyinstitutional,Whenthisboreholeisworkingfromwheredohouseholdsprimarilygettheirw,Whenthisboreholeisworkingfromwheredohouseholdsprimarilygetthei_A,WhenthisboreholeisworkinghowmanyHOURSperdaydohouseholdstypically,Whenthisboreholeisnotworkingfromwheredohouseholdsprimarilygetthe,WhenthisboreholeisNOTworkingandhouseholdshavetouseanalternativew,Hastherebeensomewaterqualitytestingforthisschemeinthepast,Yearofmostrecentwaterqualitytestdone,Whatwastheresult,Aretherespecificcontaminantsofconcern,AretherespecificcontaminantsofconcernOtherspecify,MeasuredWaterQualityTemperature,MeasuredWaterQualitySpecificconductancemicroSiemenspercm, MeasuredWaterQualityTotalDissolvedSolidsmilligramsliter,Pleaseaddanotherrelevantnotesontheborehole,V109,V110
35,Dadaab,Damajaley,Sheldub borehole,-0.0090744000000000,40.580211800000000,Rural,5.00,480.0,2.0,No,0.0,0.0,Yes,2000.0,500.0,200.0,3000.0,No,0.0,0.0,0,42095,264.0,Very good,Generator,14,Yes,No,3552214.000000000,Yes,https://api.mwater.co/v3/images/7d0a2dad4e6c4221bcf2b0d035d5aaa0,Lack of service,,4,No,Pump failed sometimes,No,0.0,17-Apr-19,0.0,,5.0,10.0,No,Yes,3.0,5.0,0,0,42074,Very good,Dayliff perkins,,PH41BIT,150610,32.0,https://api.mwater.co/v3/images/19fc9fb134ff407b8d16421f90d16a3b; https://api.mwater.co/v3/images/d292babe269a419a90e1252f9fb71f17,dayliff,,N/A,https://api.mwater.co/v3/images/37297cb00bd14023b370cdea736ea535,,,6,,abdi maalim dahir,operator,,727430394.0000000000000,ahmed sheikh,SCWO,720906897.00000000000,No,,,Water users association,good,Cash,,,cash,5.0,Yes,10,5,0,2.0,,#NULL!,#NULL!,Communal water point,Donkey carts tracking,4.0,Next strategic borehole,24,No,,,,,,,,,#NULL!,
36,Dadaab,Labasigale,Labasigale borehole,0.1728008000000000,40.285026000000000,Rural,5.00,550.0,2.0,No,0.0,0.0,No,0.0,0.0,0.0,0.0,No,0.0,0.0,,41457,168.0,good,generator,14,No,No,0.000000000,Yes,https://api.mwater.co/v3/images/ffc35812eb5a45c1bfa8c2967d33d440,very old and lack of proper service,,,No,,Yes,2.0,12-Apr-19,2.0,Lack of proper service,6.0,8.0,No,Yes,5.0,8.0,,,41467,good,parkins,,U048997N,2062997013,42.0,https://api.mwater.co/v3/images/4c84b1b4c4324dbfb4dd3c98e4f2df4a,dayliff,,,https://api.mwater.co/v3/images/07e074d025fd4f8e8f79b37f390623cb,,,6,,nurow abdullahi abdille,operator,,728542106.0000000000000,ahmed sheikh,SCWO,720906897.00000000000,No,,,Water users association,good,Cash,,,cash,5.0,No,,,,#NULL!,,#NULL!,#NULL!,Communual water point,Donkey carts tracking,3.0,Next strategic borehole,24,No,,,,,,,,,#NULL!,
37,Dadaab,,Saretho,-0.0235772000000000,40.134001480000000,Rural,#NULL!,1000.0,1.0,No,#NULL!,#NULL!,Yes,500.0,1000.0,200.0,5000.0,No,#NULL!,#NULL!,,2011,#NULL!,Normal,Generator,20,No,No,#NULL!,Fun,,,,,No,,No,#NULL!,#NULL!,#NULL!,,7.0,8.0,No,Yes,5.0,3.0,,,2011,Normal,Lister Petter,,Lister,,#NULL!,https://api.mwater.co/v3/images/560841a87c5a4366ab72b0db125f5170,Grundfos,,PS21k2,https://api.mwater.co/v3/images/b21d0827bae34e1f951bb4ed3ef1068a,,,,,Ibrahim Muhammad Ali,Scheme operator,,716268783.0000000000000,,,#NULL!,Yes,SweetSense,,No management organisation,,,,,Tariff per Je,3.0,Yes,10,4,0,1.0,No,#NULL!,#NULL!,community tap,,4.0,A surface water source,6,Yes,2011,Water is safe,,,,,,,#NULL!,
38,Dadaab,,Kumahumato,0.3135113600000000,40.080787990000000,Rural,#NULL!,550.0,1.0,No,#NULL!,#NULL!,Yes,0.0,0.0,0.0,1000.0,No,#NULL!,#NULL!,,2003,#NULL!,Normal,Generator,20,Yes,No,171677.000000000,Par,https://api.mwater.co/v3/images/9b96a9c30d6d40bd91f08d6e751eb23c,Generator failure,,1,No,,Yes,30.0,#NULL!,20.0,Power control panel had issues. in constantly cuts of powervwhike pumpin,2.0,2.0,No,Yes,1.0,2.0,,,2014,Poor,Other (please s,FG Wilson,PEPP4,FGWPEPP4PETH,27.0,https://api.mwater.co/v3/images/331b385e6f844bb7889b2b36f0b24f6c,,,,https://api.mwater.co/v3/images/72e9258e521b40ba97ee72b95f41bb0a,,,,,Mohammed Abdi,Scheme operator,,706158969.0000000000000,,,#NULL!,Yes,SweetSense,,No management organisation,,,,,Tariff per Je,2.0,Yes,N/A,N/A,N/A,1.0,No,#NULL!,#NULL!,Other (please specify),They Siphonvfrom the masonry tank.,4.0,A surface water source,6,Yes,Don't Know,,,,,,,,#NULL!,
39,Daadab,,Alikune,0.3458921300000000,40.017401380000000,Rural,#NULL!,480.0,1.0,No,#NULL!,#NULL!,Yes,0.0,0.0,100.0,8000.0,No,#NULL!,#NULL!,,2002,#NULL!,Normal,Generator,20,No,No,#NULL!,Fun,,,,,No,,Yes,30.0,#NULL!,5.0,,7.0,3.0,No,Yes,4.0,2.0,,,2002,Normal,Perkins,,DJ51279,U019205M,30.0,https://api.mwater.co/v3/images/6a944e7a61514c04b07ba00fc6211887,Grundfos,,V08,https://api.mwater.co/v3/images/4ffc54daf08b4cc6ac94cd0d5bd76af2,,,,,Bashir Haret,Scheme operator,,703528986.0000000000000,,,#NULL!,Yes,SweetSense,,No management organisation,,,,,Tariff per Je,5.0,Yes,N/A,N/A,N/A,1.0,No,#NULL!,#NULL!,community tap,,3.0,A surface water source,5,Yes,Don't Know,,,,,,,,#NULL!,
40,Daadab,,Udhole,0.3135980900000000,39.781871930000000,Rural,#NULL!,200.0,1.0,No,#NULL!,#NULL!,No,#NULL!,#NULL!,#NULL!,#NULL!,No,#NULL!,#NULL!,,2012,#NULL!,Normal,Generator,20,No,No,#NULL!,Par,https://api.mwater.co/v3/images/c3f307c1db0b411ab485f96958aaa248,Other (please specify),Radiator of the generator bursted.,3,No,,Yes,90.0,#NULL!,#NULL!,,3.0,1.0,No,Yes,2.0,1.0,,,2012,Poor,Other (please s,Dayliff,DAYLIFF P36S,PG13040207,64.9,https://api.mwater.co/v3/images/369ea48e7c674b29839f706d74b80db1,Grundfos,,96079927,https://api.mwater.co/v3/images/e9909492053f4e1bb1c165543ac0a0b3,,,,,Abdi Mohammed Hassan,Scheme operator,,717816990.0000000000000,Yussuf Ahmed,,703457743.00000000000,Yes,SweetSense,,No management organisation,,,,,Tariff per Je,3.0,Yes,N/A,N/A,N/A,1.0,No,#NULL!,#NULL!,household tap,,2.0,A surface water source,5,Yes,Don't Know,,,,,,,,#NULL!,
41,Lagadera,,Skanska,0.9042402800000000,39.319292520000000,Rural,#NULL!,350.0,2.0,No,#NULL!,#NULL!,No,#NULL!,#NULL!,#NULL!,#NULL!,No,#NULL!,#NULL!,,2012,#NULL!,Normal,Generator,20,Yes,Yes,92013.000000000,Fun,,,,,No,,Yes,30.0,#NULL!,#NULL!,,3.0,2.0,Yes,Yes,1.0,2.0,,,2012,Normal,Other (please s,,Dayliff,11070289,35.0,https://api.mwater.co/v3/images/e2c421be39d3484da5fb201f574d8ef1; https://api.mwater.co/v3/images/3540360af3034aa2a13d7ae463553c3e,Other (pleas,Dayliff,96079927,https://api.mwater.co/v3/images/c2a7ae8c4b1d4ac1859a261d8ff4ef7c,,,,,Yunis Omar,Scheme operator,,710719073.0000000000000,Salat Hussein,,791315763.00000000000,Yes,SweetSense,,No management organisation,,,,,Tariff per Je,3.0,Yes,N/A,N/A,N/A,1.0,No,#NULL!,#NULL!,community tap,,2.0,A surface water source,4,Yes,Don't Know,Water is safe,,,,,,,#NULL!,
42,Mbalambala,,Balich,-0.2220579700000000,39.475104290000000,Rural,#NULL!,300.0,2.0,No,#NULL!,#NULL!,No,#NULL!,#NULL!,#NULL!,#NULL!,No,#NULL!,#NULL!,,2002,#NULL!,Poor,Generator,20,No,No,#NULL!,Non,https://api.mwater.co/v3/images/8501cfcbc7ac4a74861d4a26a3ca4410,Generator failure,,1,,,Yes,30.0,#NULL!,2.0,The generator needs Mechanical servicing (The fuel pump pipe broke and n,2.0,2.0,No,No,2.0,2.0,,,2002,Doesn't function,Lister Petter,,HSL15,10023050GTR2,15.6,https://api.mwater.co/v3/images/47e88da19ebf40089d09ffc488a10d17; https://api.mwater.co/v3/images/2655d123b538408ab1bf6eaa3c6b0ec1,Other (pleas,Dayliff,DAYLIFF-M/3HP,https://api.mwater.co/v3/images/81b3947e499047a784dc1952342048c4,,,,,Hussein Ali Haji,Scheme operator,,722960372.0000000000000,,,#NULL!,Yes,SweetSense,,No management organisation,,,,,Fixed tariff,200.0,No,,,,#NULL!,No,#NULL!,#NULL!,household tap,,0.5,Other (please specify),2,Yes,Don't Know,,,,,,,,#NULL!,
43,Dadaab,,Bulls Benan,0.0528654900000000,40.313904550000000,Rural,#NULL!,120.0,2.0,No,#NULL!,#NULL!,Yes,0.0,0.0,0.0,0.0,No,#NULL!,#NULL!,,2011,#NULL!,Normal,Generator,35,Yes,Yes,16072.000000000,Fun,,,,,No,,No,#NULL!,#NULL!,#NULL!,,7.0,6.0,No,Yes,4.0,6.0,,,2011,Normal,Other (please s,Dayliff,Dayliff,,#NULL!,https://api.mwater.co/v3/images/f911fcdb336c479999dd28bd66bc7e08; https://api.mwater.co/v3/images/727644a3b1b740e6ae4f0cf4e5723a35,Other (pleas,,,https://api.mwater.co/v3/images/94099b5f97944f78b0e937a7bf48e272,,,,,Hussein Ahmed Mohammed,WASHCO Chairper,,721480055.0000000000000,,,#NULL!,Yes,SweetSense,,Water management committee,WASHCO or Utility is active,Cash,,Water Kiosk,Tariff per Je,5.0,No,,,,#NULL!,No,#NULL!,#NULL!,Other (please specify),Near water sources,4.0,Other (please specify),6,Yes,2011,Water is safe,,,,,,,#NULL!,
44,Dadaab,,Welhar,0.2143141200000000,40.151925220000000,Rural,#NULL!,250.0,10.0,No,#NULL!,#NULL!,Yes,400.0,700.0,300.0,2000.0,No,#NULL!,#NULL!,,2012,#NULL!,Normal,Generator,14,Yes,No,0.000000000,Fun,,,,,No,,No,#NULL!,#NULL!,#NULL!,,2.0,3.0,No,No,2.0,3.0,,,2012,Normal,Other (please s,Dayliff,DAYLIFF ISU25S,PG12071005,45.1,https://api.mwater.co/v3/images/b8358857b4e54f05b0a73955960e6f70; https://api.mwater.co/v3/images/12543de8c4c34d87a2e16f4e71853992,Other (pleas,Lovato,,https://api.mwater.co/v3/images/3eab35536b094ea78c3d3947c9548d21,,,,,Hassan Muslim Buduh,WASHCO Chairper,,715255731.0000000000000,,,#NULL!,Yes,SweetSense,,No management organisation,,Cash,,Cash,Tariff per Je,5.0,Yes,10,5,N/A,1.0,No,#NULL!,#NULL!,Other (please specify),Nearby water sources,0.5,A surface water source,3,Yes,2012,Don't Know,,,,,,,#NULL!,
45,Daadab,,Alikune,0.3458243600000000,40.017570720000000,Rural,#NULL!,480.0,15.0,No,#NULL!,#NULL!,Yes,5000.0,10000.0,150.0,20000.0,No,#NULL!,#NULL!,,2004,#NULL!,Normal,Generator,25,No,No,#NULL!,Fun,,,,,No,,No,#NULL!,#NULL!,2.0,,2.0,3.0,No,Yes,1.0,3.0,,,2004,Normal,Perkins,,,,#NULL!,https://api.mwater.co/v3/images/588c0b6704c34b4faab6b7b393daaef2,Grundfos,,VO8,https://api.mwater.co/v3/images/475b2cde9ba2471a95542be72bf7a0da,,,,,Bishar Hares,Scheme operator,,703528986.0000000000000,,,#NULL!,Yes,SweetSense,,Water management committee,WASHCO or Utility is active,Cash,,Cash,Tariff per Je,5.0,Yes,,10,N/A,1.0,No,#NULL!,#NULL!,Other (please specify),Trough,0.5,A surface water source,4,Yes,Don't Know,Don't Know,,,,,,,#NULL!,
46,Lagadera,,Skanska,0.9078427100000000,39.321608630000000,Rural,#NULL!,2500.0,35.0,No,#NULL!,#NULL!,Yes,2000.0,100.0,600.0,20000.0,No,#NULL!,#NULL!,,2008,#NULL!,Normal,Hybrid,35,Yes,Yes,47754.000000000,Fun,,,,,No,,No,#NULL!,#NULL!,#NULL!,,5.0,12.0,Yes,Yes,0.0,0.0,,,,,,,,,#NULL!,,Other (pleas,DAYLIFF,,https://api.mwater.co/v3/images/25cef8d385394435a624929ca198d4a1,,,,,Tunis Omar,Scheme operator,,710719073.0000000000000,,,#NULL!,Yes,SweetSense,,Water management committee,WASHCO or Utility is active,Cash,,Water Kiosk,Tariff per Je,5.0,Yes,10,3,10,1.0,No,#NULL!,#NULL!,community tap,,0.5,A surface water source,4,Yes,Don't Know,Don't Know,,,,,,,#NULL!,
47,Lagadera,,Gurufa,0.8004575100000000,39.464939840000000,Rural,#NULL!,500.0,4.0,No,#NULL!,#NULL!,Yes,10000.0,8000.0,500.0,20000.0,Yes,3.0,2.0,,2011,#NULL!,Normal,Generator,8,Yes,No,0.000000000,Fun,,,,,No,,No,#NULL!,#NULL!,#NULL!,,7.0,6.0,Yes,Yes,2.0,6.0,,,2011,Normal,Cummins,,,,#NULL!,https://api.mwater.co/v3/images/fee48f97a41149a9a501f8667f0041a6; https://api.mwater.co/v3/images/4fee5a63186e4c55872851957601d283,Other (pleas,Schneider,,https://api.mwater.co/v3/images/18e508a3e5194dd2b4c6925a52e5f107,,,,,Ali Dawood,Scheme operator,,700235950.0000000000000,,,#NULL!,Yes,SweetSense,,Water management committee,WASHCO or Utility is active,Cash,,Water Kiosk,Tariff per Je,5.0,Yes,15,6,N/A,2.0,No,#NULL!,#NULL!,community tap,,0.5,A surface water source,4,Yes,Don't Know,Don't Know,,,,,,,#NULL!,
48,Mbalambala,,Shimbiri,-0.0533493600000000,39.500080850000000,Rural,#NULL!,200.0,4.0,No,#NULL!,#NULL!,Yes,15.0,5.0,#NULL!,2.0,No,#NULL!,#NULL!,,2017,#NULL!,Normal,Hybrid,50,No,No,#NULL!,Fun,,,,,No,,No,#NULL!,#NULL!,#NULL!,,7.0,3.0,Yes,Yes,0.0,0.0,,,,,,,,,#NULL!,,Other (pleas,Dayliff,,https://api.mwater.co/v3/images/9207098dd71e48678f1dc236fd1993a6,,,,,Dakar Muhamed,Scheme operator,,724782698.0000000000000,,,#NULL!,Yes,SweetSense,,Water management committee,WASHCO or Utility is active,Cash,,Cash,Tariff per Je,5.0,Yes,15,5,0,3.0,No,#NULL!,#NULL!,Other (please specify),Nearby water sources,0.5,A surface water source,5,Yes,Don't Know,Don't Know,,,,,,,#NULL!,
49,Mbalambala,,Abdisameed,0.0503226800000000,39.655085400000000,Rural,#NULL!,300.0,8.0,No,#NULL!,#NULL!,Yes,0.0,20.0,0.0,5000.0,No,#NULL!,#NULL!,,2011,#NULL!,Normal,Generator,2.2000000000000002,No,No,#NULL!,Fun,,,,,No,,No,#NULL!,#NULL!,#NULL!,,7.0,5.0,No,Yes,5.0,5.0,,,2011,Normal,Lister Petter,,,,#NULL!,https://api.mwater.co/v3/images/467d3e228e1b4058861fd54750ef95ac; https://api.mwater.co/v3/images/174a63956f424aa9baca9c0092b9269f,Other (pleas,,Dayliff,https://api.mwater.co/v3/images/4c5d509285594a8cafac6cf9b6349c52,,,,,Adan Omar,Scheme operator,,704729071.0000000000000,,,#NULL!,Yes,SweetSense,,Water management committee,WASHCO or Utility is active,Cash,,Cash,Tariff per Je,5.0,Yes,15,7,N/A,3.0,No,#NULL!,#NULL!,community tap,,0.5,A surface water source,5,Yes,Don't Know,Don't Know,,,,,,,#NULL!,
50,Mbalambala,,Nunow,-0.1948887500000000,39.619541540000000,Rural,#NULL!,600.0,8.0,No,#NULL!,#NULL!,Yes,200.0,150.0,0.0,6000.0,No,#NULL!,#NULL!,,2012,#NULL!,Normal,Generator,25,No,No,#NULL!,Fun,,,,,No,,Yes,7.0,#NULL!,2.0,,5.0,6.0,No,Yes,4.0,6.0,,,2012,Normal,Other (please s,Dayliff,,,#NULL!,https://api.mwater.co/v3/images/0e57b8f53d164856af83ba7c1a37acf6; https://api.mwater.co/v3/images/3ea12d8e700c43f9877bb0443ede3a19,,,,https://api.mwater.co/v3/images/23930765adfc4d0f829e5d140137c40b,,,,,Ismail Abdullahi,Scheme operator,,728287297.0000000000000,,,#NULL!,Yes,SweetSense,,Water management committee,WASHCO or Utility is active,Cash,,Cash,Tariff per Je,5.0,Yes,15,10,N/A,3.0,No,#NULL!,#NULL!,community tap,,0.5,A surface water source,4,Yes,Don't Know,Don't Know,,,,,,,#NULL!,
51,Ijara,,Kitere,-1.9513513700000000,40.145936540000000,Rural,#NULL!,800.0,12.0,Yes,200.0,#NULL!,Yes,0.0,20000.0,1300.0,30000.0,No,#NULL!,#NULL!,,2009,#NULL!,Normal,Hybrid,14,No,No,#NULL!,Fun,,,,,No,,No,#NULL!,#NULL!,2.0,,7.0,6.0,Yes,Yes,7.0,6.0,,,,,,,,,#NULL!,,Lorentz,,,https://api.mwater.co/v3/images/ee1d4fa7f21843dcb1d8146b84ba7218,,,,,Omar Mailu,Other (please s,Subcounty,727509302.0000000000000,,,#NULL!,Yes,SweetSense,,Water management committee,WASHCO or Utility is active,Cash,,Cash,Tariff per Je,5.0,Yes,N/A,7,N/A,3.0,No,#NULL!,#NULL!,community tap,,0.2,Other (please specify),0.5,Yes,Don't Know,Don't Know,,,,,,Borehole is being shared by two different communities.,#NULL!,
52,Fafi,,Bura,-1.0988019400000000,39.938917160000000,Rural,#NULL!,2000.0,20.0,No,#NULL!,#NULL!,No,#NULL!,#NULL!,#NULL!,#NULL!,No,#NULL!,#NULL!,,2011,#NULL!,Normal,Utility Power,8,No,No,#NULL!,Fun,,,,,No,,No,#NULL!,#NULL!,#NULL!,,7.0,7.0,No,No,7.0,7.0,,,,,,,,,#NULL!,,Other (pleas,Normal submer,,https://api.mwater.co/v3/images/4da84ecee59b405588502e1f1d6283a5,,,,,Kimanzi,Scheme operator,,728279319.0000000000000,,,#NULL!,Yes,SweetSense,,Water management committee,WASHCO or Utility is active,"Cash,",,Cash,Fixed tariff,500.0,No,,,,#NULL!,Yes,2000.0,10.0,household tap,,0.3,A different water tap,0.4,Yes,Don't Know,Don't Know,,,,,,,#NULL!,
53,Fafi,,Nanighi,-0.8554938700000000,39.864638290000000,Rural,#NULL!,320.0,10.0,No,#NULL!,#NULL!,No,#NULL!,#NULL!,#NULL!,#NULL!,No,#NULL!,#NULL!,,2010,#NULL!,Normal,Generator,2.2000000000000002,No,No,#NULL!,Fun,,,,,No,,No,#NULL!,#NULL!,2.0,,2.0,12.0,No,Yes,1.0,12.0,,,2010,Normal,Lister Petter,,,,#NULL!,https://api.mwater.co/v3/images/28dd174d606943739c3595738ce6ea15; https://api.mwater.co/v3/images/cd14a28c60d841e8b5a6ec6f9c123a47,Other (pleas,,,https://api.mwater.co/v3/images/7388c286e4864dccb363c3aa874eb28d,,,,,Abdullahi Aden Kunow,Scheme operator,,719853024.0000000000000,,,#NULL!,Yes,SweetSense,,Water management committee,WASHCO or Utility is active,Cash,,Water Kiosk,Fixed tariff,200.0,No,,,,#NULL!,Yes,500.0,6.0,household tap,,0.5,A different water tap,1,Yes,Don't Know,Don't Know,,,,,,,#NULL!,
54,lagdera,,shant abaq,#NULL!,#NULL!,Rural,20.00,500.0,4.0,No,#NULL!,#NULL!,Yes,1000.0,5000.0,1000.0,4500.0,Yes,2.0,10.0,,2009,170.0,Normal,Generator,12,No,No,#NULL!,Fun,,,,,No,,No,#NULL!,10-Jul-05,2.0,-Lack of trained personnel /lack of capacity for the operation and maint,7.0,6.0,Yes,Yes,0.0,0.0,,,2018,Normal,Perkins,,,,18.0,,,,,,,,GI 150 mm casi,The pump is in good condition .,Ibrahim,Woreda water of,,723394560.0000000000000,,,#NULL!,Yes,SweetSense,,"Utility (e.g., WASCO)",WASHCO or Utility is active,Cash,,Cash,Tariff per Je,2.0,Yes,10,5,0,2.0,No,#NULL!,#NULL!,Other (please specify),water kiosk,1.0,Other (please specify),1,Yes,2018,Water is safe,No,,,,,,#NULL!,
55,lagdera,,baraki,#NULL!,#NULL!,Rural,30.00,2000.0,2.0,No,#NULL!,#NULL!,Yes,500.0,2000.0,1000.0,5000.0,Yes,2.0,10.0,,2011,160.0,Normal,Generator,16,No,No,#NULL!,Fun,,,,,No,,No,#NULL!,9-Jul-05,2.0,"-Over pumping 
-Lack of proper maintance for the generator. 
-there's no",7.0,6.0,Yes,Yes,0.0,0.0,,,2018,Normal,Perkins,,,,#NULL!,,Grundfos,,,,,,GI casing 150,The submersible pump is in good condition.,Ibrahim,Woreda water of,,723394560.0000000000000,,,#NULL!,Yes,SweetSense,,"Utility (e.g., WASCO)",WASHCO or Utility is active,Cash,,Cash,Fixed tariff,0.0,Yes,10,5,5,3.0,No,#NULL!,#NULL!,Other (please specify),water kiosk,1.0,A surface water source,1,No,,,No,,,,,the borehole is a strategic water supply and plays major role.,#NULL!,
56,lagdera,,gurufa,#NULL!,#NULL!,Rural,25.00,800.0,3.0,No,#NULL!,#NULL!,Yes,1500.0,5000.0,1000.0,7000.0,Yes,2.0,10.0,,2011,160.0,Normal,Hybrid,8,No,No,#NULL!,Fun,,,,,Yes,Breakdown of the solar system.,Yes,0.0,10-Jul-05,#NULL!,One generator is not functioning.  The solar system is also out of servi,7.0,8.0,Yes,Yes,20.0,0.0,,,,,,,,,#NULL!,,Grundfos,,,,,,150mm GI casin,The submersible pump is not functioning.,Ibrahim,Woreda water of,,723394560.0000000000000,water officer,,0.00000000000,Yes,SweetSense,,"Utility (e.g., WASCO)",WASHCO or Utility is active,Cash,,Cash,Fixed tariff,0.0,Yes,10,5,5,3.0,No,#NULL!,#NULL!,Other (please specify),water kioks,1.0,A surface water source,1,Yes,2018,Water is safe,Fl,,,,,,#NULL!,
57,Lagdera,,skanska 2,#NULL!,#NULL!,Rural,25.00,3500.0,6.0,No,#NULL!,#NULL!,Yes,5000.0,10000.0,1000.0,15000.0,No,#NULL!,#NULL!,,2009,250.0,Normal,Utility Power,25,No,No,#NULL!,Non,,Other (please specify),The generator was stolen,5,,,Yes,120.0,9-Jul-05,0.0,There's no standby generator in case of borehole  breakdown while the on,7.0,12.0,No,Yes,3.0,3.0,,,,,,,,,#NULL!,,,,,,,,150 MM Gi casi,The submersible pump is  working and in Good conditio,Ibrahim,Other (please s,subcounty,723394560.0000000000000,Yunis,,#NULL!,Yes,SweetSense,,"Utility (e.g., WASCO)",WASHCO or Utility is active,Cash,,Cash,Fixed tariff,10.0,Yes,10,5,5,2.0,No,#NULL!,#NULL!,community tap,,1.0,A surface water source,1,Yes,Don't Know,Water is safe,Sa,,,,,The borehole is far from the community at a distance if 26 km.  The pipes are always prone to leaks and burst.,#NULL!,
58,Dadaab,,Hamey,#NULL!,#NULL!,Rural,25.00,500.0,2.0,No,#NULL!,#NULL!,Yes,3500.0,5000.0,200.0,9000.0,No,#NULL!,#NULL!,,2011,215.0,Normal,Generator,15,No,No,#NULL!,Fun,,,,,Yes,The submersible pump always fails .  The bor,Yes,20.0,#NULL!,3.0,"The pump failed, the drawpipes were dilapidated and was replaced with ne",7.0,12.0,No,Yes,6.0,3.0,,,2018,,Perkins,,,,#NULL!,,,,,,,,150 mm Go casi,The pump is currently functional.,Ahmed sheikh,Other (please s,subcounty,720906897.0000000000000,,,#NULL!,No,,,"Utility (e.g., WASCO)",WASHCO or Utility is active,Cash,,Cash,Fixed tariff,10.0,Yes,10,5,5,2.0,No,#NULL!,#NULL!,household tap,,1.0,A surface water source,3,No,,,No,,,,,The borehole is strategic one . it's located on a border point . during draught period The herders from the neighbo,#NULL!,
59,Dadaab,,Hagarbul,-0.4636665000000000,39.633166700000000,Rural,15.00,800.0,18.0,No,#NULL!,#NULL!,Yes,9000.0,5000.0,150.0,6500.0,Yes,5.0,10.0,The borehole is situated at strategic site .,2012,255.0,Doesn't function,Hybrid,21,Yes,Yes,#NULL!,Non,,Submersible pump failure,,3,,,Yes,30.0,9-Jul-05,2.0,The submersible pump is out of service  The Draw Pipes are also Dilapida,7.0,12.0,No,Yes,5.0,4.0,,,,,,,,,#NULL!,,,,,,,,150 MM Dia. Pv,The submersible pump is not functioning.,Ahmed sheikh,Other (please s,Water Off,720906897.0000000000000,Daud,,#NULL!,No,,,"Utility (e.g., WASCO)",WASHCO or Utility is active,Cash,,Cash,Fixed tariff,5.0,Yes,10,5,5,2.0,No,#NULL!,#NULL!,community tap,,1.0,A surface water source,1,Yes,2012,Water is safe,Sa,,,,,The borehole has a functionality issues.  The water committee need to be trained on the sustainability of the water,#NULL!,
